Tract,total_risk
54053954901,30
54053954902,30
54053955000,30
54053955101,34.45544554
54053955102,30
54055000900,20
54055001000,20
54055001100,20
54055001200,20
54055001300,20
54055001400,20
54055001500,20
54055001600,20
54055001700,20
54055001800,20
54055001900,20
54055002000,20
54055002100,20
54055002200,20
54055002300,20
54055002400,20
54057010100,30
54057010200,20.38461538
54057010300,21.03773585
54057010400,20
54057010500,20
54057010600,20
54057010700,20
54059957100,30
54059957200,30
54059957300,29.24242424
54059957400,30
54059957500,29.1954023
54059957600,24.64285714
54059957700,20
54061010101,30
54061010103,30
54061010104,30
54061010202,30
54061010203,30
54061010204,30
54061010400,30
54061010601,30
54061010602,30
54061010700,30
54061010800,30
54061010901,30
54061010902,30
54061011000,30
54061011100,30
54061011200,30
54061011300,30
54061011400,30
54061011500,30
54061011601,30
54061011602,30
54061011700,26.50793651
54061011803,28.53658537
54061011804,25.46875
54061011805,29.48275862
54061011806,29.01408451
54061011900,25.73170732
54061012000,30
54063950100,20
54063950200,20
54063950300,20
54065970701,27.18309859
54065970702,30
54065970800,29.90909091
54065970900,20
54065971001,20
54065971002,20.84745763
54067950100,20
54067950201,20
54067950202,20
54067950300,20
54067950400,20
54067950500,20
54067950600,20
54067950700,20
54069000200,30.15625
54069000300,30
54069000400,30
54069000500,30
54069000600,30
54069000700,30
54069001300,30
54069001400,30
54069001500,30
54069001600,30
54069001700,30.44444444
54069001800,37.17105263
54069001901,30
54069002000,36.66666667
54069002100,43.84615385
54069002200,43.16326531
54069002600,30
54069002700,30
54071970400,20
54071970500,20
54071970600,20
54073962100,30
54073962200,30
54075960101,20
54075960102,20
54075960201,20
54075960202,20
54075960300,20
54077963801,20
54077963802,20
54077963900,20
54077964000,20
54077964101,20
54077964102,20
54077964103,20
54077964200,20
54077964300,20.078125
54077964400,20
54077964500,20
54079020100,30.56737589
54079020200,30
54079020300,30
54079020400,31.10091743
54079020500,42.6446281
54079020601,32.85714286
54079020604,30
54079020606,30
54079020607,30
54079020608,30
54079020609,31.69014085
54079020700,30.07751938
54081000200,20
54081000300,20
54081000400,20
54081000500,20
54081000600,20
54081000700,20
54081000802,20
54081000803,20
54081000804,20
54081000900,20
54081001001,20
54081001002,20
54081001100,20
54081001200,20
54081001300,20
54081001400,20
54081001500,21.40625
54083965900,20
54083966000,20
54083966100,20
54083966200,20
54083966300,20
54083966400,20.48951049
54083966500,20
54085962300,34.07035176
54085962400,30
54085962500,30
54087962800,30
54087962901,30
54087962902,30
54087963000,30
54087963100,27.14285714
54089000500,20
54089000600,20
54089000700,20
54089000800,20
54091964600,20.28708134
54091964700,29.74576271
54091964800,25.14619883
54091964900,20.24691358
54093965200,20
54093965300,20
54093965400,20
54095961800,30.67484663
54095961900,42.04678363
54095962000,44.52380952
54097966600,20.13888889
54097966700,20
54097966800,20
54097966900,20
54097967000,20
54097967100,20
54099005100,39.70588235
54099005200,38.72727273
54099020100,35.42857143
54099020300,31.83486239
54099020400,32.96
54099020500,30.94736842
54099020600,31.48148148
54099020700,30
54099020800,30
54099020900,30
54099021000,30
54101970101,20
54101970102,20
54101970200,20
54101970300,20
54103004900,31.55555556
54103030400,32.39726027
54103030500,30.31578947
54103030700,30.09661836
54103030800,30
54105030101,30
54105030102,30
54107000100,30
54107000300,30
54107000400,30
54107000500,30
54107000701,30.10204082
54107000702,30
54107000801,30
54107000802,30
54107000901,30
54107000902,30
54107000903,30
54107010101,30
54107010102,30
54107010200,30
54107010300,30
54107010400,30
54107010501,30
54107010502,30
54107010601,30
54107010602,30
54107010703,30
54107010704,30
54107010705,30
54107010706,30
54107010800,30
54107010901,30
54107010902,30
54107011000,30
54109002800,20
54109002901,20
54109002902,20.09259259
54109003000,20
54109003100,20
54109003200,20
1001020100,40
1001020200,40
1001020300,40
1001020400,40
1001020501,40
1001020502,40
1001020503,40
1001020600,40
1001020700,40
1001020801,40
1001020803,37.18309859
1001020804,40
1001020805,37.20930233
1001020901,31.48648649
1001020902,30.22727273
1001021000,30
1001021100,30.81632653
1003010100,30
1003010200,30
1003010300,30
1003010400,30
1003010500,30
1003010600,30
1003010704,30
1003010706,30
1003010707,30
1003010708,30
1003010709,30
1003010710,30
1003010711,30
1003010800,30
1003010903,30
1003010904,30
1003010906,30
1003010907,30
1003010908,30
1003011000,30
1003011102,30
1003011103,30
1003011104,30
1003011201,30
1003011202,30
1003011300,30
1003011409,30
1003011410,30
1003011411,30
1003011412,28.35051546
1003011413,30.81967213
1003011414,30
1003011415,29.28571429
1003011416,20
1003011417,29.62962963
1003011418,24.9122807
1003011419,20.73170732
1003011501,30
1003011503,30
1003011504,30
1003011601,30
1003011603,30
1003011604,30
1005950100,30.11363636
1005950200,30
1005950300,30
1005950400,30
1005950500,30
1005950600,30.6779661
1005950700,30.40816327
1005950800,30
1005950900,30
1007010001,30.13157895
1007010005,30
1007010006,30
1007010007,30
1007010008,31.45833333
1007010009,30
1007010010,30
1007010011,30.64102564
1009050103,30
1009050104,30
1009050105,30
1009050106,30
1009050107,30
1009050200,30
1009050301,30
1009050302,30
1009050400,30
1009050501,30
1009050502,30
1009050601,39.43661972
1009050603,38.26771654
1009050604,36.20512821
1009050701,36.01351351
1009050702,34.32098765
1011952100,30
1011952201,30
1011952202,30
1011952500,30
1013952700,30
1013952800,30
1013952900,30
1013953000,30
1013953100,30
1013953200,30
1013953300,30
1013953400,30
1013953500,30
1015000200,39.71153846
1015000300,40
1015000400,40.09803922
1015000500,40
1015000600,40
1015000700,38.75
1015000800,40
1015000900,34.94736842
1015001000,31.68067227
1015001101,30.15384615
1015001102,34.48275862
1015001103,34.48717949
1015001201,40
1015001202,39.7752809
1015001300,40
1015001400,40
1015001501,40.13888889
1015001502,35.6097561
1015001600,39.92063492
1015001700,36.875
1015001801,32.27848101
1015001802,34.51612903
1015002001,31.77777778
1015002002,30
1015002101,30
1015002102,30
1015002104,30
1015002105,30
1015002200,30.05208333
1015002300,30
1015002400,30
1015002502,30
1015002503,32.58064516
1015002504,30.70422535
1015002600,31.45945946
1015981901,40
1015981902,30
1017953800,30
1017953900,30
1017954001,30
1017954002,30
1017954200,30
1017954300,30
1017954600,30
1017954700,30
1017954800,30
1019955701,30
1019955702,30
1019955801,30
1019955802,30.20979021
1019955900,30.05494505
1019956000,30
1019956101,30
1019956102,30
1021060101,30
1021060103,30
1021060104,32.63736264
1021060200,30
1021060300,30
1021060401,32.91666667
1021060403,31.68539326
1021060404,31.23893805
1021060500,30.25974026
1021060600,30
1021060701,30
1021060702,30
1023956700,31.17318436
1023956800,30
1023956900,30
1023957000,30
1025957500,30.44444444
1025957601,30
1025957603,30
1025957604,30
1025957700,30
1025957800,30
1025957901,30
1025957902,30.07936508
1025958003,30
1027958900,30
1027959000,30.1242236
1027959100,30.05128205
1027959200,30
1029959500,30.28571429
1029959600,30
1029959700,30
1029959800,30
1031010100,30
1031010200,30
1031010300,30
1031010400,30
1031010500,30
1031010600,30
1031010700,30.08547009
1031010800,30
1031010900,30
1031011000,30.92105263
1031011100,30
1031011203,30
1031011204,30
1031011205,30
1031011206,30
1031011300,30
1033020100,30
1033020200,30
1033020300,30
1033020400,30
1033020500,30
1033020600,30
1033020703,30
1033020704,30
1033020705,30
1033020706,30.23076923
1033020801,30
1033020802,30
1033020901,30
1033020902,30.08695652
1033021000,30
1035960200,30
1035960300,30
1035960400,30.97142857
1035960500,30
1035960600,30
1037961000,30
1037961100,30
1037961200,30
1039961600,30
1039961700,30
1039961800,30
1039961900,30
1039962000,30
1039962100,30
1039962300,30.64516129
1039962400,30
1039962500,30
1039962600,30
1039962700,30
1039962800,30
1039962900,30
1039963000,30.04166667
1041963400,30
1041963500,30
1041963600,30
1041963700,30
1041963800,30
1041963900,30
1043964100,30
1043964201,30
1043964202,30
1043964300,30
1043964400,30.51612903
1043964500,30
1043964600,30
1043964700,30.91891892
1043964800,30.07142857
1043964901,30
1043964902,31.56565657
1043965001,30
1043965002,30
1043965100,30
1043965200,30
1043965300,30
1043965401,30
1043965402,30
1043965501,30.72727273
1043965502,30.10526316
1043965600,30
1043965700,30.42857143
1045020000,30
1045020100,30
1045020200,30
1045020300,30
1045020400,30
1045020500,30
1045020700,30.11764706
1045020801,30
1045020802,30
1045021101,30
1045021102,30
1045021200,30
1045021300,30
1045021400,34.53038674
1047956101,30.44444444
1047956102,30
1047956201,30
1047956202,30
1047956300,30
1047956400,31.6091954
1047956500,31.63120567
1047956600,30
1047956701,30
1047956702,30
1047956800,30
1047956900,30
1047957000,30
1047957100,30
1047957200,30
1047957301,30.19230769
1047957302,30
1049960101,30
1049960102,30
1049960200,30
1049960301,30
1049960302,30
1049960303,30
1049960401,30
1049960402,30
1049960500,30
1049960601,30
1049960602,30
1049960701,30
1049960702,30
1049960703,30
1049960800,30.05464481
1049960900,30
1049961000,30
1049961100,30
1049961200,30
1049961300,30
1049961400,30
1051030101,31.75257732
1051030102,40
1051030103,32.28070175
1051030200,30
1051030300,30
1051030401,31.37931034
1051030402,30
1051030500,30
1051030600,35.84745763
1051030701,39.11111111
1051030702,38.7804878
1051030801,40
1051030802,37.4025974
1051030901,37.75280899
1051030902,40
1051031001,40
1051031002,40
1051031100,40
1051031200,40
1051031300,40
1053969801,34.74747475
1053969802,31.24183007
1053969900,33.22981366
1053970100,32.37762238
1053970200,39.5
1053970300,30
1053970400,30
1053970500,30
1053970600,30
1053970700,30
1055000200,32.24489796
1055000300,38.51351351
1055000400,30.16806723
1055000500,37.22222222
1055000600,40
1055000700,40
1055000800,40
1055000900,40
1055001000,40
1055001100,40
1055001200,40
1055001300,40
1055001600,40
1055001700,40
1055010100,36.37254902
1055010201,40
1055010202,40
1055010300,33.01886792
1055010401,40
1055010402,36.35714286
1055010503,33.94366197
1055010504,31.46666667
1055010505,38.75
1055010506,38.38709677
1055010601,34.25149701
1055010602,30
1055010700,30
1055010800,30
1055010900,30
1055011001,30
1055011002,30
1055011100,30
1055011200,40
1057020000,30
1057020100,30
1057020200,30.44303797
1057020300,30
1057020400,30
1059972900,30
1059973000,30
1059973100,30
1059973200,30
1059973300,30
1059973400,30.69565217
1059973500,30.08474576
1059973600,30
1059973701,30
1059973702,30
1059973703,30
1061050100,30
1061050200,30
1061050300,30.54298643
1061050400,30
1061050500,30
1061050600,30
1063060000,30
1063060101,30
1063060102,30
1063060200,30.53333333
1065040000,40.15748031
1065040100,33.71134021
1065040200,30.8
1065040300,30
1065040401,30
1065040402,30
1065040500,30
1067030100,30
1067030200,30
1067030300,30
1067030400,30
1067030500,30.05319149
1067030600,30
1069040100,30
1069040203,30
1069040204,30
1069040205,30
1069040206,30
1069040301,30
1069040302,30
1069040400,30
1069040500,30
1069040600,30
1069040700,30
1069040801,30
1069040802,30
1069040900,30
1069041000,30
1069041100,30
1069041200,30
1069041400,30
1069041500,30
1069041600,30.1734104
1069041700,30
1069041800,30
1069041901,30
1069041902,30
1069042000,30
1069042100,30
1071950101,30
1071950102,30
1071950200,34.64088398
1071950301,30
1071950302,30
1071950400,30
1071950500,30
1071950601,30
1071950602,30
1071950700,30
1071950800,30
1071950901,30
1071950902,30
1071951000,30
1071951101,30
1071951102,30
1073000100,40
1073000300,40
1073000400,45.34722222
1073000500,40
1073000700,41.69014085
1073000800,40
1073001100,40
1073001200,40.21505376
1073001400,40
1073001500,40
1073001600,40.41666667
1073001902,40
1073002000,40
1073002100,40
1073002200,40
1073002303,40
1073002305,40
1073002306,40
1073002401,40.47619048
1073002402,40
1073002701,40
1073002702,40
1073002900,40
1073003001,40
1073003002,40
1073003100,40
1073003200,40.74074074
1073003300,40
1073003400,40
1073003500,40
1073003600,40
1073003700,40
1073003802,40
1073003803,40
1073003900,40
1073004000,40
1073004200,40
1073004501,40
1073004502,40
1073004701,40
1073004702,40
1073004800,40
1073004901,40
1073004902,40
1073005000,40
1073005101,40
1073005103,40
1073005104,40
1073005200,40
1073005302,40
1073005500,46.70588235
1073005600,40
1073005701,40.15625
1073005702,40.83333333
1073005800,40
1073005903,40
1073005905,40
1073005907,40
1073005908,40
1073005909,40
1073005910,40
1073010001,40
1073010002,40
1073010100,40
1073010200,40
1073010301,40
1073010302,40
1073010401,40
1073010402,40
1073010500,40
1073010603,40
1073010604,40
1073010605,40.28985507
1073010701,40
1073010702,40
1073010703,40
1073010704,40
1073010705,40
1073010706,40
1073010801,40
1073010802,40
1073010803,40
1073010804,40
1073010806,40
1073010807,40
1073010900,49.49748744
1073011002,40
1073011003,40
1073011004,40.55555556
1073011108,40
1073011109,40
1073011110,40
1073011112,40
1073011113,40
1073011114,40
1073011115,40
1073011116,40
1073011117,40
1073011205,40
1073011206,40
1073011207,40
1073011208,40
1073011209,40
1073011210,40
1073011301,40
1073011303,40
1073011304,40
1073011401,40
1073011402,40
1073011500,40
1073011600,40
1073011704,40
1073011706,40
1073011707,40
1073011708,40
1073011709,40
1073011710,40
1073011803,40
1073011804,40
1073011805,40
1073011806,40
1073011901,41.39344262
1073011904,43.17460317
1073012001,40
1073012003,47.57142857
1073012004,47.56756757
1073012103,40
1073012104,40
1073012200,34.3877551
1073012302,39.22413793
1073012304,40
1073012306,40
1073012307,40
1073012401,40
1073012402,40
1073012403,40
1073012500,40
1073012602,40
1073012701,40
1073012703,40
1073012704,40
1073012802,40
1073012804,40
1073012805,40
1073012905,40
1073012907,40
1073012908,40
1073012910,40
1073012911,40
1073012913,40
1073012914,40
1073012916,40
1073012917,40
1073012918,40
1073012919,40
1073012920,40
1073012921,40
1073013002,40
1073013100,40.07246377
1073013200,40
1073013300,40
1073013400,40
1073013601,40
1073013801,40
1073013901,40
1073013902,40
1073014001,40
1073014002,40
1073014104,40
1073014105,40
1073014106,38.68852459
1073014107,30.1754386
1073014205,40
1073014206,39.87341772
1073014207,40
1073014208,40
1073014209,40.18867925
1073014301,40
1073014303,40
1073014304,40
1073014404,40
1073014405,40
1073014406,40
1073014408,40
1073014409,40
1073014410,40
1073014412,40
1073014414,40
1073014415,40
1075030000,30
1075030101,30
1075030102,30
1075030200,30.03802281
1077010100,30
1077010200,30
1077010300,30
1077010400,30
1077010600,30
1077010700,30
1077010800,30
1077010901,30
1077010902,30
1077011000,30
1077011101,30
1077011102,30
1077011200,30
1077011300,30
1077011401,30
1077011402,30
1077011502,30
1077011503,30
1077011504,30
1077011602,30
1077011603,30
1077011605,30.38461538
1077011606,30.36144578
1077011700,30
1077011801,30
1077011802,30
1079979100,37.82608696
1079979201,30
1079979202,30
1079979300,30
1079979400,30
1079979501,33.66197183
1079979502,30.37037037
1079979600,32.65432099
1079979700,30.11904762
1079979800,30
1079979900,30
1081040201,40
1081040202,40
1081040300,40
1081040401,40
1081040402,40
1081040403,40
1081040501,39.81132075
1081040502,38.33333333
1081040602,40
1081040603,40
1081040605,40
1081040606,40
1081040607,33.79310345
1081040700,40
1081040801,40
1081040802,40
1081040901,40
1081040903,40
1081040904,40
1081041001,35.77586207
1081041002,32
1081041101,40
1081041102,40
1081041103,40
1081041104,36
1081041200,31.53846154
1081041300,39.47368421
1081041400,40
1081041600,38.05555556
1081041701,40
1081041702,38.62068966
1081041703,32.82352941
1081041801,30.55555556
1081041802,30
1081041803,30
1081041901,30.63492063
1081041902,30.125
1081041903,30
1081042002,38.91304348
1081042003,34.28571429
1081042005,34.44444444
1081042006,32.55319149
1081042007,40
1081042008,40
1081042009,40
1081042101,30
1081042103,30.55555556
1081042104,33.68421053
1083020101,30
1083020103,30
1083020104,30
1083020201,30
1083020202,30
1083020300,30
1083020402,30.06756757
1083020403,30
1083020404,30
1083020500,30
1083020600,30
1083020700,30
1083020803,30.29126214
1083020804,30
1083020805,30
1083020806,30
1083020900,30
1083021000,31.16883117
1083021101,36.66666667
1083021102,30.14084507
1083021201,31.64473684
1083021202,30.88235294
1083021203,33.71900826
1085780800,31.73469388
1085781000,30.0990099
1085781100,30
1085781200,30
1087231400,30
1087231500,30.06802721
1087231601,35.09803922
1087231602,30.26315789
1087231603,35.75757576
1087231700,40
1087231800,33.10344828
1087231900,39.46428571
1087232000,35.90163934
1087232100,34.89361702
1087232200,34.83146067
1087232300,30
1089000203,30
1089000301,30
1089000302,30
1089000403,30
1089000501,30
1089000502,30
1089000503,30
1089000601,30
1089000602,30
1089000701,30
1089000702,30
1089000901,30.25316456
1089000902,30
1089001000,30.36199095
1089001200,38.46153846
1089001301,35.38461538
1089001302,33.33333333
1089001401,33.33333333
1089001403,39.64285714
1089001404,40
1089001500,40
1089001700,30.42553191
1089001801,30
1089001901,30.16393443
1089001902,30
1089001903,30
1089002000,36.875
1089002100,40
1089002200,40
1089002300,34.48598131
1089002400,33.19148936
1089002501,36.20689655
1089002502,33.46153846
1089002600,31.18421053
1089002701,30
1089002721,30
1089002722,30
1089002801,30
1089002803,30
1089002804,30
1089002911,30
1089002912,30
1089002922,30
1089002923,30
1089002924,30
1089003000,30
1089003100,39.24242424
1089010101,30
1089010102,30
1089010200,30
1089010302,30
1089010303,30
1089010304,30
1089010403,30
1089010404,30.71428571
1089010405,30
1089010406,30
1089010502,30
1089010503,30
1089010504,30
1089010612,30
1089010623,30
1089010625,31.5625
1089010626,30
1089010627,30.65217391
1089010628,30
1089010629,30
1089010630,30
1089010631,30
1089010703,30.625
1089010704,30
1089010705,30.34482759
1089010706,30
1089010801,31.64179104
1089010802,30
1089010902,30
1089010903,30
1089010904,30
1089010905,30.07462687
1089011012,30
1089011013,36.02409639
1089011021,36.66666667
1089011023,30
1089011024,30
1089011025,31.64179104
1089011026,31.47058824
1089011027,40
1089011028,40
1089011100,31.66666667
1089011201,31.97368421
1089011202,40
1089011203,32.47058824
1089011301,30
1089011302,30
1089011400,30
1091972901,40
1091972902,36.58823529
1091973001,30
1091973002,30.44025157
1091973100,30
1091973200,30
1091973300,30.22727273
1091973400,36.61654135
1093964001,30
1093964002,30
1093964100,30
1093964200,30.08695652
1093964300,30
1093964401,30
1093964402,30
1093964500,30
1093964600,30
1093964701,30
1093964702,30
1095030101,30
1095030102,30
1095030203,30
1095030204,30
1095030205,30
1095030206,30
1095030301,30
1095030302,30
1095030401,30
1095030402,30
1095030501,30
1095030502,30
1095030601,30
1095030602,30
1095030701,30
1095030702,30
1095030801,30
1095030803,30
1095030804,30.3030303
1095030902,30.21052632
1095030903,30
1095030904,30
1095031001,30
1095031002,30
1095031100,30
1095031200,30
1097000200,30
1097000401,30
1097000402,30
1097000500,30
1097000600,30
1097000701,30
1097000702,30
1097000801,30
1097000802,30
1097000901,30
1097000902,30
1097000903,30
1097001001,30
1097001002,30
1097001100,30
1097001200,32.20588235
1097001302,30
1097001400,30
1097001501,30
1097001502,30
1097001800,30
1097001901,30
1097001902,30
1097002000,30
1097002100,30
1097002200,30
1097002301,30
1097002302,31.81818182
1097002400,30
1097002501,30
1097002502,30
1097002600,30
1097002700,32.88135593
1097002800,32.29508197
1097002900,30.68181818
1097003000,30
1097003100,33.1147541
1097003202,40
1097003203,35.83333333
1097003205,40
1097003206,40
1097003207,40
1097003301,40
1097003302,40
1097003402,30.51282051
1097003404,30
1097003405,30
1097003406,36.25
1097003408,30
1097003409,30
1097003410,30.57142857
1097003501,33.87755102
1097003502,34.61538462
1097003602,30
1097003606,30
1097003607,30.32258065
1097003608,30.52631579
1097003703,35.625
1097003704,30
1097003705,33.6
1097003706,33.2
1097003707,31.38888889
1097003708,30
1097003710,30
1097003711,30
1097003712,30
1097003800,35.09803922
1097003901,31.69491525
1097003902,30
1097004000,30
1097004100,30
1097004800,30
1097004900,33.79310345
1097005000,30
1097005100,30
1097005200,30
1097005300,30
1097005400,30
1097005500,30
1097005601,30
1097005602,30
1097005701,30
1097005702,31.17647059
1097005800,30.13888889
1097005900,30
1097006000,30
1097006102,30
1097006103,31.66666667
1097006104,30
1097006106,30
1097006107,30
1097006201,30
1097006202,30
1097006303,30
1097006304,30
1097006305,30
1097006306,31.5
1097006307,30.18518519
1097006402,36.98795181
1097006403,35.17241379
1097006407,30
1097006408,32.5
1097006409,33.75
1097006410,33.63636364
1097006411,40
1097006412,30
1097006413,30
1097006501,30
1097006503,30
1097006504,30
1097006505,30
1097006600,30
1097006702,30
1097006703,30
1097006704,30
1097006802,30
1097006803,30
1097006804,30
1097006902,30
1097006903,30
1097006904,30
1097007000,30
1097007101,30
1097007102,30.25
1097007103,30
1097007201,30
1097007203,20
1097007204,30
1097007300,30
1097007400,32.44897959
1097007500,32.40740741
1097007600,37.24137931
1097007700,30
1097980000,30
1099075600,30
1099075700,30
1099075800,30
1099075901,30.11363636
1099075902,30
1099076000,30
1099076101,30
1099076102,30
1099076200,30
1101000100,40
1101000200,40
1101000300,40
1101000400,40
1101000500,40
1101000600,40
1101000700,40
1101000900,40
1101001000,40
1101001100,40
1101001200,40
1101001300,40
1101001400,40
1101001500,40
1101001600,40
1101001700,40
1101001800,40
1101001900,40
1101002000,40
1101002100,40
1101002201,40
1101002202,40
1101002300,40
1101002400,40
1101002500,40
1101002600,40
1101002700,40
1101002800,40
1101002901,37.85714286
1101002902,39.21052632
1101003000,40
1101003100,40
1101003200,40
1101003301,40
1101003303,40
1101003304,40
1101005101,40
1101005102,40
1101005301,40
1101005302,40
1101005402,40
1101005403,40
1101005407,40
1101005409,40
1101005410,40
1101005411,40
1101005412,40
1101005413,40
1101005414,40
1101005501,40
1101005502,40
1101005503,40
1101005504,39.46428571
1101005604,33.07189542
1101005605,40
1101005606,40
1101005607,40
1101005608,39.73684211
1101005609,40
1101005610,40
1101005611,40
1101005612,40
1101005613,40
1101005614,40
1101005700,30
1101005800,30
1101005902,40
1101005903,30
1101005904,37.03125
1101006000,40
1101006100,40
1103000100,40
1103000200,40
1103000300,40
1103000400,40.19704433
1103000600,41.48514851
1103000700,40.09433962
1103000800,40
1103000900,40
1103001000,40
1103005101,40.88
1103005103,31.84210526
1103005105,34.48275862
1103005106,40
1103005107,40
1103005108,40
1103005109,38.91304348
1103005201,30.08849558
1103005202,32.37623762
1103005302,30
1103005303,30
1103005304,30
1103005305,30
1103005306,30
1103005404,32.86516854
1103005405,30
1103005500,30
1103005601,30
1103005602,30
1103005701,30
1103005703,30
1103005704,30
1105686800,30
1105687001,30.13333333
1105687002,30
1105687100,30
1107050000,30
1107050100,30
1107050200,30
1107050300,30
1107050401,30
1107050402,30
1109188600,30
1109188700,31.45833333
1109188800,30
1109188900,30
1109189001,30
1109189002,30
1109189003,30
1109189101,30
1109189102,30
1109189200,30
1109189300,30
1111000100,30
1111000200,30
1111000300,30
1111000400,30
1111000500,30.27932961
1111000600,30
1113030200,40
1113030300,40
1113030402,40
1113030403,40
1113030404,40
1113030500,40
1113030601,40
1113030602,40
1113030700,40
1113030800,40
1113030903,30.6741573
1113030904,30
1113030905,30
1113030906,38.57142857
1113030907,39.67213115
1113031000,32.05357143
1113031100,30
1113031200,30.31055901
1115040104,40.16949153
1115040105,40
1115040107,40
1115040108,40
1115040109,40
1115040110,40
1115040206,40
1115040207,40
1115040208,40
1115040209,39.80769231
1115040210,40
1115040211,40
1115040212,37.33333333
1115040213,30.92592593
1115040301,35.50724638
1115040302,39.21348315
1115040401,30.42857143
1115040402,30.69565217
1115040503,34.41860465
1115040504,39.78417266
1115040505,36.22641509
1115040506,40
1115040507,35.48387097
1115040508,40
1117030102,40
1117030103,40
1117030211,40
1117030212,40
1117030215,40
1117030216,40
1117030218,40
1117030219,40
1117030220,40
1117030221,40
1117030304,40
1117030305,40
1117030306,40
1117030314,40
1117030315,40
1117030316,40
1117030317,40
1117030319,40
1117030320,40
1117030330,40
1117030331,40
1117030336,40
1117030337,40
1117030340,40
1117030341,40
1117030345,40
1117030346,40
1117030347,40
1117030348,40
1117030349,40
1117030350,39.06976744
1117030351,40
1117030352,40
1117030405,40
1117030406,40
1117030407,40
1117030408,39.34210526
1117030502,37.92682927
1117030503,40
1117030504,39.06976744
1117030607,40
1117030610,40
1117030611,40
1117030612,40
1117030613,40
1117030614,40
1117030615,40
1117030616,40
1117030701,38.97260274
1117030703,31.53846154
1117030704,30.19607843
1117030800,38.77697842
1117030900,40
1117980000,40
1117980100,40
1119011301,30
1119011302,30
1119011400,30
1119011500,30
1119011600,30
1121010101,31.50943396
1121010102,30.69767442
1121010201,38.14285714
1121010202,38.08917197
1121010301,31.34020619
1121010302,35.71428571
1121010400,30.19047619
1121010500,30
1121010600,30
1121010700,30
1121010900,30
1121011000,30
1121011100,30
1121011200,32.05128205
1121011301,36.63043478
1121011302,35.43478261
1121011400,30
1121011501,31.51898734
1121011502,30.24691358
1121011600,30
1121011700,30
1121011800,30
1121011900,30
1121012000,30
1123961900,30
1123962000,30
1123962100,30
1123962200,30
1123962301,30
1123962302,30.48543689
1123962400,30
1123962501,30
1123962502,30
1123962600,30
1123962701,30
1123962702,30.38461538
1125010101,39.57446809
1125010102,36.03174603
1125010104,31.44329897
1125010105,31.30081301
1125010201,39.15254237
1125010203,40
1125010204,40
1125010205,40
1125010206,40
1125010302,39.48275862
1125010303,35.43209877
1125010304,40
1125010305,38.90243902
1125010403,40
1125010404,40
1125010405,40
1125010406,40
1125010407,40
1125010500,40
1125010601,36.76691729
1125010603,34.87179487
1125010604,35.07246377
1125010703,31.15702479
1125010704,40
1125010705,40
1125010706,39.84251969
1125010707,39.76190476
1125010802,40
1125010803,40
1125010804,40
1125011200,40
1125011401,40
1125011402,40
1125011600,40
1125011701,40
1125011703,40
1125011800,40.0990099
1125011901,40
1125011902,40
1125012001,40
1125012002,40
1125012101,40
1125012102,40
1125012304,40
1125012305,40
1125012306,40
1125012307,40
1125012403,40.2173913
1125012404,40
1125012406,40
1125012407,40
1125012408,40
1125012501,40.17241379
1125012503,40
1125012504,40
1125012505,40
1125012600,40
1125012700,40
1125012800,40
1127020100,34.14201183
1127020200,30.94674556
1127020301,30.53333333
1127020302,30
1127020400,30.36036036
1127020600,30
1127020700,30
1127020801,35.71428571
1127020802,30.37037037
1127020900,30.33898305
1127021000,30
1127021100,30
1127021200,30
1127021300,30
1127021400,30
1127021500,30
1127021600,35.66037736
1127021700,39.375
1127021800,39.51923077
1127021900,36.92307692
1129043900,30
1129044000,30
1129044100,30
1129044200,30.05747126
1129044300,30
1131034700,30
1131034801,30
1131034802,30
1131035100,30.19480519
1131035200,30
1133965501,30
1133965502,30
1133965503,30
1133965601,30
1133965602,30
1133965700,30
1133965800,30
1133965900,30
12001000201,30
12001000202,30
12001000301,30
12001000302,30
12001000400,30
12001000500,30
12001000600,30
12001000700,30
12001000806,30
12001000808,30
12001000809,30
12001000901,30
12001000902,30
12001001000,30
12001001100,30
12001001201,30
12001001202,30
12001001203,30
12001001400,30
12001001514,30
12001001515,30
12001001516,30
12001001517,30
12001001519,30
12001001522,30
12001001605,30
12001001701,30
12001001702,30
12001001802,30
12001001803,30
12001001811,30
12001001813,30
12001001815,30
12001001816,30
12001001817,30
12001001818,30
12001001819,30
12001001902,30
12001001907,30
12001001908,30
12001002001,30
12001002002,30
12001002101,30
12001002102,30
12001002201,30
12001002202,30
12001002204,30
12001002207,30
12001002208,30
12001002209,30
12001002210,30
12001002217,30
12001002218,30
12001002219,30
12001002220,30
12001002221,30
12001002222,30
12001110800,30
12003040101,30
12003040102,30
12003040201,29.46308725
12003040202,30
12005000201,29.91150442
12005000203,30
12005000204,27.5
12005000301,30
12005000302,30
12005000401,30
12005000402,30
12005000500,28.54961832
12005000600,20
12005000700,30.5
12005000803,30
12005000804,30
12005000805,30
12005000806,30
12005000900,30
12005001000,30.12658228
12005001100,30
12005001200,30
12005001301,30
12005001302,30
12005001402,30
12005001403,30
12005001404,30
12005001501,30
12005001502,30
12005001600,30
12005001700,30
12005001800,30
12005001900,30
12005002000,30
12005002200,30
12005002300,30
12005002400,30
12005002500,30
12005002604,30
12005002605,30
12005002606,30
12005002607,30
12005002608,30
12005002609,30
12005002703,28.77192982
